289
(0, 0, 0)
(1, 0, 37)
(2, 0, 74)
(3, 0, 111)
(4, 0, 148)
(5, 0, 185)
(6, 0, 222)
(7, 0, 259)
(8, 0, 296)
(9, 0, 333)
(10, 0, 370)
(11, 0, 407)
(12, 0, 444)
(13, 0, 481)
(14, 0, 518)
(15, 0, 555)
(16, 0, 592)
(17, 37, 0)
(18, 37, 37)
(19, 37, 74)
(20, 37, 111)
(21, 37, 148)
(22, 37, 185)
(23, 37, 222)
(24, 37, 259)
(25, 37, 296)
(26, 37, 333)
(27, 37, 370)
(28, 37, 407)
(29, 37, 444)
(30, 37, 481)
(31, 37, 518)
(32, 37, 555)
(33, 37, 592)
(34, 74, 0)
(35, 74, 37)
(36, 74, 74)
(37, 74, 111)
(38, 74, 148)
(39, 74, 185)
(40, 74, 222)
(41, 74, 259)
(42, 74, 296)
(43, 74, 333)
(44, 74, 370)
(45, 74, 407)
(46, 74, 444)
(47, 74, 481)
(48, 74, 518)
(49, 74, 555)
(50, 74, 592)
(51, 111, 0)
(52, 111, 37)
(53, 111, 74)
(54, 111, 111)
(55, 111, 148)
(56, 111, 185)
(57, 111, 222)
(58, 111, 259)
(59, 111, 296)
(60, 111, 333)
(61, 111, 370)
(62, 111, 407)
(63, 111, 444)
(64, 111, 481)
(65, 111, 518)
(66, 111, 555)
(67, 111, 592)
(68, 148, 0)
(69, 148, 37)
(70, 148, 74)
(71, 148, 111)
(72, 148, 148)
(73, 148, 185)
(74, 148, 222)
(75, 148, 259)
(76, 148, 296)
(77, 148, 333)
(78, 148, 370)
(79, 148, 407)
(80, 148, 444)
(81, 148, 481)
(82, 148, 518)
(83, 148, 555)
(84, 148, 592)
(85, 185, 0)
(86, 185, 37)
(87, 185, 74)
(88, 185, 111)
(89, 185, 148)
(90, 185, 185)
(91, 185, 222)
(92, 185, 259)
(93, 185, 296)
(94, 185, 333)
(95, 185, 370)
(96, 185, 407)
(97, 185, 444)
(98, 185, 481)
(99, 185, 518)
(100, 185, 555)
(101, 185, 592)
(102, 222, 0)
(103, 222, 37)
(104, 222, 74)
(105, 222, 111)
(106, 222, 148)
(107, 222, 185)
(108, 222, 222)
(109, 222, 259)
(110, 222, 296)
(111, 222, 333)
(112, 222, 370)
(113, 222, 407)
(114, 222, 444)
(115, 222, 481)
(116, 222, 518)
(117, 222, 555)
(118, 222, 592)
(119, 259, 0)
(120, 259, 37)
(121, 259, 74)
(122, 259, 111)
