544
(0, 1)
(0, 17)
(1, 2)
(1, 18)
(2, 3)
(2, 19)
(3, 4)
(3, 20)
(4, 5)
(4, 21)
(5, 6)
(5, 22)
(6, 7)
(6, 23)
(7, 8)
(7, 24)
(8, 9)
(8, 25)
(9, 10)
(9, 26)
(10, 11)
(10, 27)
(11, 12)
(11, 28)
(12, 13)
(12, 29)
(13, 14)
(13, 30)
(14, 15)
(14, 31)
(15, 16)
(15, 32)
(16, 33)
(17, 18)
(17, 34)
(18, 19)
(18, 35)
(19, 20)
(19, 36)
(20, 21)
(20, 37)
(21, 22)
(21, 38)
(22, 23)
(22, 39)
(23, 24)
(23, 40)
(24, 25)
(24, 41)
(25, 26)
(25, 42)
(26, 27)
(26, 43)
(27, 28)
(27, 44)
(28, 29)
(28, 45)
(29, 30)
(29, 46)
(30, 31)
(30, 47)
(31, 32)
(31, 48)
(32, 33)
(32, 49)
(33, 50)
(34, 35)
(34, 51)
(35, 36)
(35, 52)
(36, 37)
(36, 53)
(37, 38)
(37, 54)
(38, 39)
(38, 55)
(39, 40)
(39, 56)
(40, 41)
(40, 57)
(41, 42)
(41, 58)
(42, 43)
(42, 59)
(43, 44)
(43, 60)
(44, 45)
(44, 61)
(45, 46)
(45, 62)
(46, 47)
(46, 63)
(47, 48)
(47, 64)
(48, 49)
(48, 65)
(49, 50)
(49, 66)
(50, 67)
(51, 52)
(51, 68)
(52, 53)
(52, 69)
(53, 54)
(53, 70)
(54, 55)
(54, 71)
(55, 56)
(55, 72)
(56, 57)
(56, 73)
(57, 58)
(57, 74)
(58, 59)
(58, 75)
(59, 60)
(59, 76)
(60, 61)
(60, 77)
(61, 62)
(61, 78)
(62, 63)
(62, 79)
(63, 64)
(63, 80)
(64, 65)
(64, 81)
(65, 66)
(65, 82)
(66, 67)
(66, 83)
(67, 84)
(68, 69)
(68, 85)
(69, 70)
(69, 86)
(70, 71)
(70, 87)
(71, 72)
(71, 88)
(72, 73)
(72, 89)
(73, 74)
(73, 90)
(74, 75)
(74, 91)
(75, 76)
(75, 92)
(76, 77)
(76, 93)
(77, 78)
(77, 94)
(78, 79)
(78, 95)
(79, 80)
(79, 96)
(80, 81)
(80, 97)
(81, 82)
(81, 98)
(82, 83)
(82, 99)
(83, 84)
(83, 100)
(84, 101)
(85, 86)
(85, 102)
(86, 87)
(86, 103)
(87, 88)
(87, 104)
(88, 89)
(88, 105)
(89, 90)
(89, 106)
(90, 91)
(90, 107)
(91, 92)
(91, 108)
(92, 93)
(92, 109)
(93, 94)
(93, 110)
(94, 95)
(94, 111)
(95, 96)
(95, 112)
(96, 97)
(96, 113)
(97, 98)
(97, 114)
(98, 99)
(98, 115)
(99, 100)
(99, 116)
(100, 101)
(100, 117)
(101, 118)
(102, 103)
(102, 119)
(103, 104)
(103, 120)
(104, 105)
(104, 121)
(105, 106)
(105, 122)
(106, 107)
(106, 123)
(107, 108)
(107, 124)
(108, 109)
(108, 125)
(109, 110)
(109, 126)
(110, 111)
(110, 127)
(111, 112)
(111, 128)
(112, 113)
(112, 129)
(113, 114)
(113, 130)
(114, 115)
(114, 131)
(115, 116)
(115, 132)
(116, 117)
(116, 133)
(117, 118)
(117, 134)
(118, 135)
(119, 120)
(119, 136)
(120, 121)
(120, 137)
(121, 122)
(121, 138)
(122, 123)
(122, 139)
(123, 124)
(123, 140)
(124, 125)
(124, 141)
(125, 126)
(125, 142)
(126, 127)
(126, 143)
(127, 128)
(127, 144)
(128, 129)
(128, 145)
(129, 130)
(129, 146)
(130, 131)
(130, 147)
(131, 132)
(131, 148)
(132, 133)
(132, 149)
(133, 134)
(133, 150)
(134, 135)
(134, 151)
(135, 152)
(136, 137)
(136, 153)
(137, 138)
(137, 154)
(138, 139)
(138, 155)
(139, 140)
(139, 156)
(140, 141)
(140, 157)
(141, 142)
(141, 158)
(142, 143)
(142, 159)
(143, 144)
(143, 160)
(144, 145)
(144, 161)
(145, 146)
(145, 162)
(146, 147)
(146, 163)
(147, 148)
(147, 164)
(148, 149)
(148, 165)
(149, 150)
(149, 166)
(150, 151)
(150, 167)
(151, 152)
(151, 168)
(152, 169)
(153, 154)
(153, 170)
(154, 155)
(154, 171)
(155, 156)
(155, 172)
(156, 157)
(156, 173)
(157, 158)
(157, 174)
(158, 159)
(158, 175)
(159, 160)
(159, 176)
(160, 161)
(160, 177)
(161, 162)
(161, 178)
(162, 163)
(162, 179)
(163, 164)
(163, 180)
(164, 165)
(164, 181)
(165, 166)
(165, 182)
