29488
(34009,38533)
(35251,31052)
(18001,9709)
(21141,41909)
(36482,44538)
(39694,15119)
(18039,36432)
(52940,12761)
(18411,15184)
(49541,20703)
(37168,19285)
(37023,31823)
(44404,50009)
(29679,4395)
(13112,32597)
(43208,45978)
(49413,19816)
(19212,45955)
(20236,9528)
(797,5316)
(3728,27666)
(10723,47471)
(19207,5984)
(37268,44334)
(34357,42758)
(1890,881)
(8114,35431)
(27356,12746)
(29431,13201)
(16955,2068)
(51125,44075)
(45240,7929)
(32984,30976)
(4068,13828)
(9108,7351)
(27727,17181)
(6373,49033)
(28980,2166)
(30505,2957)
(43184,40267)
(22451,6244)
(25199,27745)
(12400,32271)
(34021,8992)
(33018,17928)
(5555,40055)
(11805,48902)
(1001,51902)
(1840,34723)
(23084,24962)
(6118,9659)
(42398,29899)
(23621,50864)
(38127,35564)
(7369,44812)
(9976,7200)
(12344,29011)
(12684,9742)
(39954,12320)
(46423,39121)
(21926,6887)
(14348,40992)
(11395,47554)
(2395,25993)
(49221,20364)
(32934,49086)
(49302,41233)
(53241,36809)
(53532,7760)
(22959,18558)
(29891,43779)
(35826,6018)
(41576,22690)
(33763,31471)
(45344,16392)
(2580,44807)
(8378,40639)
(1424,24659)
(23002,9529)
(14467,23489)
(32076,27133)
(47127,9286)
(44134,45173)
(6699,4436)
(40715,15243)
(26328,8999)
(3723,6963)
(12595,25831)
(43360,22554)
(12245,35159)
(33221,23083)
(12081,34949)
(20045,43186)
(6309,9236)
(33751,9738)
(15130,40764)
(30857,32875)
(48901,30878)
(39291,8691)
(12325,37591)
(40247,42293)
(17551,37642)
(22821,18221)
(26095,18763)
(10688,9425)
(48786,51139)
(3714,30984)
(39936,44068)
(35718,48602)
(16338,37164)
(2099,17410)
(28322,7337)
(48520,38271)
(45386,8012)
(16311,29224)
(34755,28379)
(23189,48830)
(37550,5424)
(28900,45010)
(53083,41208)
(53068,29006)
(16577,1137)
(19009,35213)
(34952,49438)
(44942,7083)
(52614,22972)
(32245,16044)
(4014,27473)
(37020,47329)
(37840,1888)
(9729,34054)
(12453,42747)
(3448,27389)
(13192,44854)
(37262,9460)
(5390,20501)
(9238,23847)
(36032,21845)
(21893,34334)
(27,34290)
(16142,52679)
(36925,1804)
(36670,1618)
(46315,42162)
(53343,32096)
(27632,48223)
(4578,24172)
(53492,51538)
(43988,28477)
(18847,12849)
(7682,50671)
(16808,9767)
(45137,17470)
(49662,21701)
(20472,33016)
(38107,4689)
(421,50841)
(2782,14806)
(44645,41016)
(37746,29427)
(14712,47267)
(48347,184)
(20392,17977)
(14843,4203)
(30121,21692)
(1103,19145)
(32215,8708)
(12058,15067)
(16011,43267)
(29020,5364)
(1540,29641)
(38488,8806)
(39511,13989)
(38678,51418)
(45799,31666)
(45712,8033)
(5076,50547)
(33750,21453)
(16824,12151)
(33164,18977)
(18299,49715)
(43327,4092)
(30171,39151)
(2989,16615)
(30415,28882)
(21692,21651)
(45399,21871)
(41265,16931)
(28927,466)
(22669,13648)
(52366,13813)
(50414,7227)
(35879,15086)
(37406,33453)
(49375,50629)
(33543,608)
(5914,35719)
(4879,43988)
(48977,11798)
(294,37191)
(6575,11088)
(35411,27026)
(29127,40062)
(21184,34781)
(34596,16073)
(30346,7598)
(49255,3438)
(40323,41617)
(41202,9535)
(11587,24647)
(50854,29934)
(27838,4049)
(5957,370)
(41686,16031)
(16681,32244)
(40120,45459)
(49152,32200)
(51201,20631)
(50281,29074)
(8256,1557)
(42063,17025)
(47522,10877)
(15132,18769)
(943,20080)
(48383,27650)
(12900,36092)
(51068,9847)
(48866,29075)
(2880,29599)
(5423,25342)
(37368,24637)
(38605,7965)
(3163,7153)
(13523,21520)
(45855,19806)
(5379,38118)
(7648,9779)
(13212,8462)
(25635,48587)
(42764,6692)
(20305,51684)
(22374,24243)
(37142,39615)
(24652,37059)
(45693,51041)
(30287,36341)
(32426,19150)
(53514,9312)
(8776,49965)
(7502,10841)
(39441,8363)
(38211,3564)
(42825,27978)
(23142,24823)
(1462,50010)
(11053,25529)
(18476,53558)
(46067,51263)
(19122,19061)
(31153,20401)
(31300,37441)
(19644,27260)
(25151,11824)
(17408,10937)
(14834,20077)
(42797,1014)
(9570,43350)
(27743,169)
(43207,26127)
(11848,17844)
(27988,7311)
(31601,51863)
(52555,27393)
(37459,6366)
(26469,33690)
(35162,31092)
(14399,33100)
(29839,28283)
(19114,27502)
(5966,49874)
(24004,27317)
(31445,49541)
(33458,18579)
(35791,3659)
(26113,13216)
(30253,42699)
(36791,22809)
(30845,47512)
(13793,41709)
(3544,19311)
(44182,20206)
(47899,38007)
(29428,48551)
(39340,46071)
(43494,25236)
(25542,27299)
(5647,25963)
(36232,10140)
(39515,27159)
(4586,10618)
(31896,2579)
(1994,23343)
(42371,14762)
(39410,27024)
(39629,12809)
(39602,14450)
(47893,20229)
(10474,42051)
(20860,29257)
(25115,46930)
(52037,16620)
(8923,34856)
(15798,48136)
(36442,9232)
(44030,41180)
(372,53451)
(7616,20301)
(53182,13886)
(21293,37672)
(848,11187)
(45524,7128)
(35536,37719)
(39091,9639)
(13917,10173)
(41728,26839)
(26973,8543)
(30801,15290)
(27963,13425)
(45826,40143)
(27747,24479)
(52750,52293)
(13351,10557)
(27619,2426)
(29530,12701)
(14784,46921)
(21234,1526)
(15313,16833)
(10003,52907)
(28682,44938)
(272,29611)
(21827,44040)
(15730,28446)
(2694,45992)
(23776,52805)
(27943,749)
(28812,46611)
(3667,28533)
(5768,3007)
(6305,33936)
(19808,52383)
(31019,48190)
(37363,26733)
(10063,39414)
(20622,37903)
(19340,47509)
(41859,16103)
(15613,46231)
(34327,26957)
(22859,34909)
(25712,26450)
(8084,40503)
(21814,39280)
(37111,40195)
(12324,38360)
(632,18808)
(44699,45599)
(2795,22083)
(28283,29110)
(40696,17722)
(23086,10537)
(3627,52612)
(36877,9684)
(37390,40247)
(17596,20001)
(19896,44973)
(22973,32043)
(5550,45164)
(6849,32645)
(4734,36406)
(24266,24535)
(16940,26672)
(40191,4526)
(18189,49443)
(18262,18881)
(30093,46399)
(34451,31287)
(3471,52469)
(32205,43121)
(11783,11856)
(52898,2453)
(4171,47087)
(44257,27619)
(14220,29910)
(9702,40483)
(50067,48609)
(8730,44671)
(23858,42757)
(30503,23126)
(42120,49333)
(4538,11057)
(37131,11129)
(20911,37433)
(33322,34393)
(39581,52988)
(22325,12653)
(47030,413)
(49909,4508)
(15779,30618)
(16020,49717)
(3649,50031)
(51484,48705)
(18808,52894)
(9086,11251)
(3148,14901)
(19999,41613)
(35124,30743)
(20206,23532)
(32300,25446)
(33746,48148)
(44620,4102)
(34710,51622)
(18906,30706)
(47681,40513)
(52838,47890)
(14456,8504)
(37995,27158)
(22804,31132)
(30693,40678)
(13552,25616)
(38493,45730)
(35651,19309)
(17470,33270)
(12652,52123)
(25192,53120)
(51872,10500)
(41467,8621)
(27064,44129)
(42942,22299)
(4980,27133)
(7140,7198)
(5297,2047)
(43402,26844)
(2936,3732)
(3780,44609)
(11232,47203)
(10282,17735)
(16335,12923)
(22137,25292)
(23398,17586)
(18627,24373)
(32706,40126)
(16764,21744)
(31632,18943)
(13210,6661)
(46582,4374)
(38404,24669)
(35059,26479)
(44776,6568)
(36262,28685)
(12779,32000)
(29740,34614)
(26534,49497)
(21404,41630)
(24426,17696)
(48085,20429)
(36419,13173)
(25346,11623)
(52837,19644)
(29702,10212)
(26205,6891)
(48264,14104)
(30034,35212)
(28714,32986)
(13256,20164)
(5402,43623)
(44095,21598)
(19876,14503)
(26056,50206)
(2454,21158)
(44870,33430)
(39133,4045)
(28327,17641)
(24637,26954)
(11710,17129)
(14932,24619)
(2218,50464)
(118,29681)
(42091,29567)
(1956,39670)
(22608,6936)
(51886,10759)
(45034,46686)
(8169,47111)
(868,6644)
(4852,22741)
(46484,42926)
(14865,44903)
(17484,39679)
(47410,498)
(15276,17512)
(19247,31547)
(5428,28054)
(21297,38094)
(41492,31661)
(53227,18266)
(43214,28421)
(46066,48239)
(27498,506)
(31173,30446)
(1662,45325)
(16399,17562)
(18124,41549)
(49213,5480)
(9626,52253)
(19042,28066)
(19781,32161)
(2558,5902)
(26903,20215)
(35357,49769)
(21791,5521)
(25460,25101)
(20957,7162)
(10375,17785)
(19759,52136)
(5054,50017)
(22331,29292)
(35678,3030)
(9892,1482)
(28810,19320)
(38428,53181)
(7130,4810)
(33047,20808)
(45658,44236)
(7632,2213)
(21081,24177)
(28279,43537)
(6445,20389)
(28848,7370)
(7267,43618)
(45122,29411)
(10490,20123)
(24390,14435)
(14946,38924)
(44381,7038)
(46866,21336)
(39878,20382)
(49859,16977)
(17848,24808)
(4102,38606)
(19280,5354)
(30106,8888)
(38478,41202)
(10316,52353)
(15578,9802)
(46194,49211)
(6637,996)
(27012,32470)
(10975,43350)
(34134,10645)
(44264,34164)
(46242,44188)
(42791,14910)
(15075,30201)
(36267,32963)
(17148,23142)
(36700,36165)
(11837,23093)
(48165,38423)
(4751,18793)
(36415,7958)
(44640,37505)
(52561,19018)
(50530,39373)
(11174,25558)
(47389,41969)
(45245,45054)
(39098,9907)
(48282,8524)
(11790,20972)
(20642,26821)
(36571,1356)
(7617,30441)
(13472,15846)
(52536,15387)
(36717,94)
(45741,1599)
(48477,1509)
(29437,5881)
(16001,3633)
(5271,16584)
(44662,52590)
(27389,38800)
(13532,51562)
(43813,20876)
(31408,7194)
(52124,28783)
(19664,14654)
(7147,1920)
(42263,52317)
(46087,3911)
(46210,16338)
(28209,6388)
(39076,44260)
(34474,19935)
(32777,47751)
(39813,52860)
(49517,46290)
(16152,47230)
(17802,2111)
(44700,46013)
(46712,38506)
(43343,36018)
(23582,14539)
(17590,5894)
(35768,32670)
(46216,38265)
(44629,22205)
(49330,39749)
(21498,6215)
(7585,1)
(7056,22255)
(22487,32714)
(35274,9959)
(29537,4214)
(19299,43253)
(841,17550)
(51836,50664)
(3947,11336)
(21235,44999)
(37737,47167)
(6353,20299)
(11792,42588)
(18433,14842)
(7865,8079)
(3782,22125)
(41856,33316)
(7407,46439)
(24819,12136)
(24832,13949)
(8118,7672)
(34293,38235)
(26774,11936)
(21857,14292)
(15870,27188)
(19629,23149)
(41116,32066)
(50328,12719)
(3621,9832)
(27128,12713)
(15241,24976)
(4237,8013)
(49408,23555)
(4499,37724)
(35663,4478)
(3764,30427)
(46912,51271)
(47474,12634)
(26701,45799)
(7830,50652)
(27699,50029)
(9039,19234)
(16365,45095)
(16181,18623)
(12886,37788)
(34008,51739)
(30487,29288)
(39310,26375)
(20072,3412)
(9068,14135)
(53047,27156)
(17273,14008)
(48140,20822)
(5293,20903)
(30256,27745)
(35561,5015)
(46140,21124)
(16171,20306)
(17696,47757)
(32771,42620)
(25645,28167)
(20001,26374)
(52565,27832)
(12681,28372)
(44984,47454)
(49377,14319)
(3848,8369)
(53077,51391)
(24279,6031)
(40441,35540)
(10645,21544)
(11906,30235)
(35889,51039)
(33305,18900)
(15644,47843)
(25141,5974)
(39327,37737)
(30045,38070)
(3582,43282)
(32517,9656)
(44409,9461)
(31050,2206)
(13391,3586)
(44167,23613)
(13394,29523)
(16706,20033)
(13631,9284)
(12700,5009)
(29406,43174)
(48504,43178)
(16249,22590)
(41004,45520)
(29215,33876)
(2168,33435)
(52518,35245)
(17834,50479)
(7263,30250)
(43724,23428)
(41914,12750)
(37028,23327)
(39917,20536)
(29342,33605)
(7637,46413)
(40509,40997)
(40493,38897)
(5635,40973)
(13294,49873)
(34995,34691)
(18662,2799)
(48960,47795)
(807,15977)
(52866,30213)
(42461,28078)
(9921,50377)
(50195,52350)
(1938,15321)
(3954,28051)
(33038,1329)
(24642,12402)
(8942,25094)
(22577,51990)
(24335,39246)
(13355,20026)
(41472,3780)
(32892,30115)
(20337,6712)
(10421,11717)
(47386,35290)
(15211,52940)
(20987,20024)
(1675,46030)
(27494,7155)
(38538,45055)
(8808,27703)
(24434,42103)
(37702,11493)
(28641,25880)
(21425,29541)
(392,1584)
(6235,30456)
(2529,7098)
(18621,6181)
(52534,45041)
(27277,22017)
(9118,30149)
(27861,23776)
(50349,2850)
(17222,34949)
(28671,15095)
(14184,41065)
(52746,42763)
(37010,30017)
(25021,25854)
(42216,27779)
(49702,13246)
(22875,8805)
(32500,51532)
(41373,52137)
(22702,25105)
(15113,1640)
(49806,48642)
(21808,53545)
(42958,33340)
(37271,24126)
(7245,7541)
(36062,32897)
(3453,44666)
(33536,52340)
(42210,49171)
(39584,17381)
(50893,16038)
(32997,23719)
(29013,10483)
(35184,8399)
(9181,9545)
(49281,17250)
(363,37534)
(19941,17434)
(2693,36465)
(4482,16024)
(53577,12023)
(1786,24413)
(16341,37377)
(43560,18916)
(21411,45345)
(32066,46628)
(19097,24269)
(30682,34365)
(53413,35598)
(23539,38888)
(31647,21266)
(33642,13898)
(51972,6633)
(1721,48899)
(2361,17085)
(35224,46032)
(35341,27070)
(41126,30830)
(12963,18830)
(13181,597)
(8017,21752)
(22307,38326)
(15648,24034)
(14818,37060)
(27319,6965)
(2822,8879)
(24716,14982)
(30822,7766)
(49796,13881)
(33269,8234)
(3413,43560)
(52960,53430)
(39719,12939)
(33990,25350)
(20638,40334)
(31721,45850)
(11817,899)
(21427,37160)
(32078,3807)
(2572,40860)
(48219,33145)
(42489,19775)
(38213,28278)
(45074,5781)
(21145,338)
(25626,2750)
(17726,21686)
(9004,12254)
(26990,22381)
(24399,21219)
(14444,41586)
(766,35556)
(4095,8722)
(35240,36909)
(5070,41938)
(22503,45278)
(31365,42371)
(9964,27935)
(9647,28823)
(30453,35580)
(39994,22898)
(49437,745)
(39698,39584)
(29902,49801)
(23681,46669)
(20434,47448)
(31861,13780)
(32086,34975)
(35020,25230)
(40944,48459)
(42849,596)
(45114,4611)
(32718,25250)
(16770,26708)
(27589,34399)
(23817,44166)
(36804,37242)
(50624,14607)
(32549,50291)
(30055,39592)
(13164,35121)
(47988,28331)
(24762,42289)
(21060,3723)
(27594,894)
(14857,38107)
(53538,34372)
(44307,23010)
(20418,38213)
(33412,17346)
(48765,52518)
(2142,6858)
(34119,22657)
(15525,1209)
(29017,28484)
(30285,17141)
(6059,38980)
(3752,26172)
(40911,17862)
(25235,20061)
(20616,52914)
(52778,5461)
(52130,28311)
(48609,12176)
(16844,49680)
(31448,45962)
(52862,35207)
(40042,37750)
(5380,53592)
(12548,42488)
(10660,4450)
(30579,6484)
(32912,26814)
(41699,49678)
(47296,15154)
(17265,7798)
(18831,16231)
(6922,6631)
(45218,12695)
(45907,16767)
(2533,819)
(20554,32778)
(36809,21265)
(8050,1276)
(27204,36584)
(35691,35124)
(17749,24101)
(17907,49113)
(47765,45889)
(28965,47795)
(45849,52222)
(14652,23084)
(43726,20634)
(18881,19644)
(45225,30307)
(35318,21194)
(14882,47829)
(7475,25754)
(12831,24736)
(4436,28081)
(444,10862)
(32334,10756)
(43607,16507)
(23131,18973)
(53600,6238)
(580,11094)
(4177,2185)
(12362,27032)
(30149,9839)
(12268,18632)
(52043,25296)
(8559,16848)
(51598,47739)
(2796,51327)
(33311,45933)
(42017,53494)
(7273,46396)
(30431,43973)
(14414,32051)
(22573,15912)
(10968,45444)
(37380,48632)
(23172,48207)
(31436,12836)
(46501,28789)
(11375,19589)
(23917,26185)
(47103,2026)
(51826,19972)
(8285,35091)
(38196,23628)
(4994,26562)
(53467,3205)
(17228,5954)
(28379,8794)
(29697,53551)
(34771,781)
(21634,48368)
(21814,13453)
(45534,8540)
(45174,16467)
(32463,7154)
(26667,3827)
(14420,28533)
(32635,48503)
(7297,49343)
(19279,17465)
(48227,3230)
(47901,14824)
(47971,49235)
(26809,36682)
(49497,30570)
(43548,33827)
(27583,32314)
(15000,30162)
(30176,6777)
(26736,53012)
(19463,30930)
(12519,8834)
(45863,25287)
(39860,17604)
(37069,1413)
(3968,6974)
(43566,52585)
(39776,49744)
(1263,46738)
(38118,9890)
(32182,42997)
(16253,26271)
(30124,460)
(23903,20579)
(20034,4898)
(17765,44787)
(17946,5718)
(15030,2425)
(31591,36778)
(18748,19779)
(35133,33995)
(5556,52074)
(42927,15647)
(15485,32956)
(7265,5339)
(30850,15803)
(3391,15800)
(27629,482)
(31055,46740)
(36060,14658)
(41745,48901)
(13564,5073)
(2710,42712)
(21178,8611)
(39464,18161)
(49978,36954)
(46907,5601)
(40774,49056)
(23312,34348)
(42019,45045)
(17372,34249)
(7059,52212)
(48701,26541)
(25397,53108)
(28712,19226)
(38706,51949)
(758,5156)
(37096,13378)
(35475,42461)
(34107,10857)
(35501,26438)
(52856,39935)
(45756,19427)
(5234,9288)
(33912,45085)
(18971,16558)
(9440,2787)
(26555,45457)
(50592,36214)
(17599,6276)
(38743,13832)
(40249,38900)
(45718,22889)
(38623,51893)
(22478,3304)
(745,38970)
(29693,27632)
(6297,13167)
(34302,17016)
(14078,32568)
(935,29369)
(27721,4359)
(29228,53281)
(50967,2222)
(47371,45354)
(43609,8512)
(12212,98)
(44259,10536)
(17139,40123)
(8033,33733)
(2946,45402)
(21306,52433)
(21876,9302)
(17984,76)
(19538,10502)
(51291,47387)
(22793,37051)
(49432,8397)
(12484,38836)
(16211,310)
(31663,3275)
(11605,22436)
(24486,21873)
(32343,48778)
(24146,25283)
(30690,10972)
(23390,12722)
(22579,48377)
(31851,16937)
(24136,48929)
(45380,10502)
(14738,17449)
(5852,51646)
(48154,16139)
(37588,29440)
(47455,24701)
(9371,14964)
(31377,4078)
(25354,26645)
(18822,34605)
(36961,52893)
(2141,17458)
(26809,25491)
(52479,15175)
(38889,33322)
(22916,15291)
(32226,26229)
(22230,32796)
(43676,28217)
(7330,37490)
(35644,4910)
(24561,22331)
(34990,18141)
(30655,9306)
(38363,43015)
(19683,8868)
(44560,39081)
(5961,34649)
(53189,44605)
(41602,16301)
(3950,6249)
(45233,51884)
(8187,25139)
(29921,23953)
(5998,8274)
(40318,1789)
(34298,33074)
(33607,28014)
(21370,31367)
(50909,51809)
(29362,39224)
(1296,12760)
(22741,14662)
(8542,45732)
(37286,49359)
(16877,18664)
(47374,48575)
(15553,17305)
(33916,7215)
(29374,25297)
(53157,16683)
(29762,45058)
(3476,7357)
(27542,11760)
(30535,40080)
(27871,37211)
(46881,3034)
(23558,18592)
(40248,16804)
(37555,17188)
(40828,17313)
(45365,28807)
(33805,40146)
(50339,9978)
(45890,39298)
(51537,41679)
(12772,7736)
(21828,44009)
(53566,37380)
(30242,12124)
(50279,24045)
(23541,6594)
(40311,40441)
(40996,22215)
(16392,33169)
(18266,52548)
(317,2944)
(25539,21300)
