26098
(1,0.0,-0.0)
(3,1168.2138993276749,1098.272290468216)
(26781,6171.7632084796205,-1266.3990195542574)
(9,879.8854545385111,596.2271966673434)
(26783,2022.9693004444707,438.55279068648815)
(11,-870.7674705535173,969.5085654137656)
(13,2206.3297344811726,23.350934594869614)
(26785,2699.7016240033554,715.0945732509717)
(16,2267.3757492093137,-382.5105476574972)
(17,4958.848948640865,-2312.6320843528956)
(26789,1932.2342403023504,1000.3095600940287)
(21,4553.432246094802,-192.7008078750223)
(26790,2272.8243006146513,1486.5649743108079)
(26,-100.74260354007129,1425.741349437274)
(26792,4081.187392635271,32.91369828674942)
(27,3846.0101227818523,-553.7507346896455)
(28,2461.077311424073,999.4200006807223)
(30,2411.373179213726,1440.1966899009421)
(26796,6220.911366056418,-1313.8792532319203)
(37,2602.7396479690215,327.0242792619392)
(26799,3804.8679999234155,-61.935574140399694)
(39,6065.016078900779,-159.6759146619588)
(41,-1686.8270371977706,1303.31573520042)
(26802,1366.5856484617107,152.67063428275287)
(26803,1492.6806952767074,1299.3127178419381)
(26805,5925.800030741724,-805.9408283205703)
(26806,312.23535401781555,322.7988720489666)
(26807,-1482.3395670987666,-853.1986721437424)
(26809,199.03891869366635,426.9885183144361)
(26814,-573.8770164125599,-1486.7873641643673)
(26815,6417.1704115839675,-1022.2149606440216)
(26820,2608.299394301488,266.0894594602287)
(47,234.2877104402287,736.9999738000333)
(26819,2895.1823050444946,1105.8335454799235)
(50,6157.975037575583,109.63819767069072)
(26821,2336.5389935821295,339.366916119121)
(53,2065.0009827160975,-936.1500874208286)
(56,5212.039796610479,-843.8582983063534)
(57,2129.9388198765228,226.72645542863756)
(26822,2960.2313371314667,620.9124703835696)
(60,-1084.9288992710644,-1220.1419300707057)
(62,1418.4024842779618,747.1187121244147)
(63,1052.6823705439456,1029.6650207284838)
(26826,2758.190155418124,1234.2636857545003)
(26829,3393.0019916320452,778.6980712916702)
(66,2249.5845609459793,1414.955441551283)
(26830,5684.062260216568,-1272.8483253009617)
(67,2408.815695901052,-2071.339093534276)
(26831,5024.676345214248,1341.566789967008)
(26832,-1889.535388471093,-851.1971634635702)
(69,3235.1051957966993,-2017.0759693328291)
(26836,-1606.8778849405935,1293.3081918023527)
(26834,-136.213785139611,1590.8658155035228)
(26835,2943.7744879879756,432.65945957321674)
(26837,1414.733051698655,1054.9062690772116)
(71,6170.095284579904,-130.87642866186798)
(26839,2835.02584972966,1099.0506549552083)
(73,-670.7277975201141,959.7234118692577)
(74,-1722.8541934307432,-677.3994931187481)
(26844,160.12069436802994,308.8995062187314)
(75,4233.07966243173,-231.17425249423832)
(26845,6604.8674477600725,861.5382916424423)
(26846,-1060.0212357026758,1110.3925374727696)
(26847,3194.074267864926,688.0742060756311)
(76,2087.4623578982428,-424.31984007544816)
(26849,4616.702159355278,-856.4233250161633)
(26850,-906.3498470797203,338.36616177950054)
(80,2551.1452020059805,348.26251025125384)
(26853,2419.601603785646,666.1688055275008)
(26854,953.1629111969378,-1101.2745534880087)
(81,294.22177590150386,868.9883517278358)
(26857,-669.7270431802608,-1271.0692064734176)
(82,1483.5627112917136,669.7270431807265)
(83,2821.6824585322756,-1820.2609491711482)
(84,268.202163066715,94.29329779464751)
(26859,628.9185051015811,787.9272502036765)
(26862,-378.6187252247473,1671.3709423951805)
(88,-95.2940521343844,381.2874034643173)
(89,2816.2339071265887,665.9464156748727)
(26863,591.2234249691246,787.0376907903701)
(91,4873.673634831095,1268.7341130143031)
(26864,5228.274255900411,627.2505812020972)
(92,1796.1316500894027,1378.817090393044)
(26865,489.59126201609615,698.5265291817486)
(93,2873.3880994220963,907.2394064925611)
(94,329.24817779439036,-875.771242252551)
